iteration,energy
734,-822237690384726323450095643521974272.000000
735,-822237690384726323450095643521974272.000000
736,-822237690384726323450095643521974272.000000
737,-822237690384726323450095643521974272.000000
738,-822237690384726323450095643521974272.000000
739,-822237690384726323450095643521974272.000000
740,-822237690384726323450095643521974272.000000
741,-822237690384726323450095643521974272.000000
742,-822237690384726323450095643521974272.000000
743,-822237690384726323450095643521974272.000000
744,-822237690384726323450095643521974272.000000
745,-822237690384726323450095643521974272.000000
746,-822237690384726323450095643521974272.000000
747,-822237690384726323450095643521974272.000000
748,-822237690384726323450095643521974272.000000
749,-822237690384726323450095643521974272.000000
750,-822237690384726323450095643521974272.000000
751,-822237690384726323450095643521974272.000000
752,-822237690384726323450095643521974272.000000
753,-822237690384726323450095643521974272.000000
754,-822237690384726323450095643521974272.000000
755,-822237690384726323450095643521974272.000000
756,-822237690384726323450095643521974272.000000
757,-822237690384726323450095643521974272.000000
758,-822237690384726323450095643521974272.000000
759,-822237690384726323450095643521974272.000000
760,-822237690384726323450095643521974272.000000
761,-822237690384726323450095643521974272.000000
762,-822237690384726323450095643521974272.000000
763,-822237690384726323450095643521974272.000000
764,-822237690384726323450095643521974272.000000
765,-822237690384726323450095643521974272.000000
766,-822237690384726323450095643521974272.000000
767,-822237690384726323450095643521974272.000000
768,-822237690384726323450095643521974272.000000
769,-822237690384726323450095643521974272.000000
770,-822237690384726323450095643521974272.000000
771,-822237690384726323450095643521974272.000000
772,-822237690384726323450095643521974272.000000
773,-822237690384726323450095643521974272.000000
774,-822237690384726323450095643521974272.000000
775,-822237690384726323450095643521974272.000000
776,-822237690384726323450095643521974272.000000
777,-822237690384726323450095643521974272.000000
778,-822237690384726323450095643521974272.000000
779,-822237690384726323450095643521974272.000000
780,-822237690384726323450095643521974272.000000
781,-822237690384726323450095643521974272.000000
782,-822237690384726323450095643521974272.000000
783,-822237690384726323450095643521974272.000000
784,-822237690384726323450095643521974272.000000
785,-822237690384726323450095643521974272.000000
786,-822237690384726323450095643521974272.000000
787,-822237690384726323450095643521974272.000000
788,-822237690384726323450095643521974272.000000
789,-822237690384726323450095643521974272.000000
790,-822237690384726323450095643521974272.000000
791,-822237690384726323450095643521974272.000000
792,-822237690384726323450095643521974272.000000
793,-822237690384726323450095643521974272.000000
794,-822237690384726323450095643521974272.000000
795,-822237690384726323450095643521974272.000000
796,-822237690384726323450095643521974272.000000
797,-822237690384726323450095643521974272.000000
798,-822237690384726323450095643521974272.000000
799,-822237690384726323450095643521974272.000000
800,-822237690384726323450095643521974272.000000
801,-822237690384726323450095643521974272.000000
802,-822237690384726323450095643521974272.000000
803,-822237690384726323450095643521974272.000000
804,-822237690384726323450095643521974272.000000
805,-822237690384726323450095643521974272.000000
806,-822237690384726323450095643521974272.000000
807,-822237690384726323450095643521974272.000000
808,-822237690384726323450095643521974272.000000
809,-822237690384726323450095643521974272.000000
810,-822237690384726323450095643521974272.000000
811,-822237690384726323450095643521974272.000000
812,-822237690384726323450095643521974272.000000
813,-822237690384726323450095643521974272.000000
814,-822237690384726323450095643521974272.000000
815,-822237690384726323450095643521974272.000000
816,-822237690384726323450095643521974272.000000
817,-822237690384726323450095643521974272.000000
818,-822237690384726323450095643521974272.000000
819,-822237690384726323450095643521974272.000000
820,-822237690384726323450095643521974272.000000
821,-822237690384726323450095643521974272.000000
822,-822237690384726323450095643521974272.000000
823,-822237690384726323450095643521974272.000000
824,-822237690384726323450095643521974272.000000
825,-822237690384726323450095643521974272.000000
826,-822237690384726323450095643521974272.000000
827,-822237690384726323450095643521974272.000000
828,-822237690384726323450095643521974272.000000
829,-822237690384726323450095643521974272.000000
830,-822237690384726323450095643521974272.000000
831,-822237690384726323450095643521974272.000000
832,-822237690384726323450095643521974272.000000
833,-822237690384726323450095643521974272.000000
834,-822237690384726323450095643521974272.000000
835,-822237690384726323450095643521974272.000000
836,-822237690384726323450095643521974272.000000
837,-822237690384726323450095643521974272.000000
838,-822237690384726323450095643521974272.000000
839,-822237690384726323450095643521974272.000000
840,-822237690384726323450095643521974272.000000
841,-822237690384726323450095643521974272.000000
842,-822237690384726323450095643521974272.000000
843,-822237690384726323450095643521974272.000000
844,-822237690384726323450095643521974272.000000
845,-822237690384726323450095643521974272.000000
846,-822237690384726323450095643521974272.000000
847,-822237690384726323450095643521974272.000000
848,-822237690384726323450095643521974272.000000
849,-822237690384726323450095643521974272.000000
850,-822237690384726323450095643521974272.000000
851,-822237690384726323450095643521974272.000000
852,-822237690384726323450095643521974272.000000
853,-822237690384726323450095643521974272.000000
854,-822237690384726323450095643521974272.000000
855,-822237690384726323450095643521974272.000000
856,-822237690384726323450095643521974272.000000
857,-822237690384726323450095643521974272.000000
858,-822237690384726323450095643521974272.000000
859,-822237690384726323450095643521974272.000000
860,-822237690384726323450095643521974272.000000
861,-822237690384726323450095643521974272.000000
862,-822237690384726323450095643521974272.000000
863,-822237690384726323450095643521974272.000000
864,-822237690384726323450095643521974272.000000
865,-822237690384726323450095643521974272.000000
866,-822237690384726323450095643521974272.000000
867,-822237690384726323450095643521974272.000000
868,-822237690384726323450095643521974272.000000
869,-822237690384726323450095643521974272.000000
870,-822237690384726323450095643521974272.000000
871,-822237690384726323450095643521974272.000000
872,-822237690384726323450095643521974272.000000
873,-822237690384726323450095643521974272.000000
874,-822237690384726323450095643521974272.000000
875,-822237690384726323450095643521974272.000000
876,-822237690384726323450095643521974272.000000
877,-822237690384726323450095643521974272.000000
878,-822237690384726323450095643521974272.000000
879,-822237690384726323450095643521974272.000000
880,-822237690384726323450095643521974272.000000
881,-822237690384726323450095643521974272.000000
882,-822237690384726323450095643521974272.000000
883,-822237690384726323450095643521974272.000000
884,-822237690384726323450095643521974272.000000
885,-822237690384726323450095643521974272.000000
886,-822237690384726323450095643521974272.000000
887,-822237690384726323450095643521974272.000000
888,-822237690384726323450095643521974272.000000
889,-822237690384726323450095643521974272.000000
890,-822237690384726323450095643521974272.000000
891,-822237690384726323450095643521974272.000000
892,-822237690384726323450095643521974272.000000
893,-822237690384726323450095643521974272.000000
894,-822237690384726323450095643521974272.000000
895,-822237690384726323450095643521974272.000000
896,-822237690384726323450095643521974272.000000
897,-822237690384726323450095643521974272.000000
898,-822237690384726323450095643521974272.000000
899,-822237690384726323450095643521974272.000000
900,-822237690384726323450095643521974272.000000
901,-822237690384726323450095643521974272.000000
902,-822237690384726323450095643521974272.000000
903,-822237690384726323450095643521974272.000000
904,-822237690384726323450095643521974272.000000
905,-822237690384726323450095643521974272.000000
906,-822237690384726323450095643521974272.000000
907,-822237690384726323450095643521974272.000000
908,-822237690384726323450095643521974272.000000
909,-822237690384726323450095643521974272.000000
910,-822237690384726323450095643521974272.000000
911,-822237690384726323450095643521974272.000000
912,-822237690384726323450095643521974272.000000
913,-822237690384726323450095643521974272.000000
914,-822237690384726323450095643521974272.000000
915,-822237690384726323450095643521974272.000000
916,-822237690384726323450095643521974272.000000
917,-822237690384726323450095643521974272.000000
918,-822237690384726323450095643521974272.000000
919,-822237690384726323450095643521974272.000000
920,-822237690384726323450095643521974272.000000
921,-822237690384726323450095643521974272.000000
922,-822237690384726323450095643521974272.000000
923,-822237690384726323450095643521974272.000000
924,-822237690384726323450095643521974272.000000
925,-822237690384726323450095643521974272.000000
926,-822237690384726323450095643521974272.000000
927,-822237690384726323450095643521974272.000000
928,-822237690384726323450095643521974272.000000
929,-822237690384726323450095643521974272.000000
930,-822237690384726323450095643521974272.000000
931,-822237690384726323450095643521974272.000000
932,-822237690384726323450095643521974272.000000
933,-822237690384726323450095643521974272.000000
934,-822237690384726323450095643521974272.000000
935,-822237690384726323450095643521974272.000000
936,-822237690384726323450095643521974272.000000
937,-822237690384726323450095643521974272.000000
938,-822237690384726323450095643521974272.000000
939,-822237690384726323450095643521974272.000000
940,-822237690384726323450095643521974272.000000
941,-822237690384726323450095643521974272.000000
942,-822237690384726323450095643521974272.000000
943,-822237690384726323450095643521974272.000000
944,-822237690384726323450095643521974272.000000
945,-822237690384726323450095643521974272.000000
946,-822237690384726323450095643521974272.000000
947,-822237690384726323450095643521974272.000000
948,-822237690384726323450095643521974272.000000
949,-822237690384726323450095643521974272.000000
950,-822237690384726323450095643521974272.000000
951,-822237690384726323450095643521974272.000000
952,-822237690384726323450095643521974272.000000
953,-822237690384726323450095643521974272.000000
954,-822237690384726323450095643521974272.000000
955,-822237690384726323450095643521974272.000000
956,-822237690384726323450095643521974272.000000
957,-822237690384726323450095643521974272.000000
958,-822237690384726323450095643521974272.000000
959,-822237690384726323450095643521974272.000000
960,-822237690384726323450095643521974272.000000
961,-822237690384726323450095643521974272.000000
962,-822237690384726323450095643521974272.000000
963,-822237690384726323450095643521974272.000000
964,-822237690384726323450095643521974272.000000
965,-822237690384726323450095643521974272.000000
966,-822237690384726323450095643521974272.000000
967,-822237690384726323450095643521974272.000000
968,-822237690384726323450095643521974272.000000
969,-822237690384726323450095643521974272.000000
970,-822237690384726323450095643521974272.000000
971,-822237690384726323450095643521974272.000000
972,-822237690384726323450095643521974272.000000
973,-822237690384726323450095643521974272.000000
974,-822237690384726323450095643521974272.000000
975,-822237690384726323450095643521974272.000000
976,-822237690384726323450095643521974272.000000
977,-822237690384726323450095643521974272.000000
978,-822237690384726323450095643521974272.000000
979,-822237690384726323450095643521974272.000000
980,-822237690384726323450095643521974272.000000
981,-822237690384726323450095643521974272.000000
982,-822237690384726323450095643521974272.000000
983,-822237690384726323450095643521974272.000000
984,-822237690384726323450095643521974272.000000
985,-822237690384726323450095643521974272.000000
986,-822237690384726323450095643521974272.000000
987,-822237690384726323450095643521974272.000000
988,-822237690384726323450095643521974272.000000
989,-822237690384726323450095643521974272.000000
990,-822237690384726323450095643521974272.000000
991,-822237690384726323450095643521974272.000000
992,-822237690384726323450095643521974272.000000
993,-822237690384726323450095643521974272.000000
994,-822237690384726323450095643521974272.000000
995,-822237690384726323450095643521974272.000000
996,-822237690384726323450095643521974272.000000
997,-822237690384726323450095643521974272.000000
998,-822237690384726323450095643521974272.000000
999,-822237690384726323450095643521974272.000000
